Title,Author,Moral,Content
The Honest Woodcutter,,Honesty,"Once, there lived a woodcutter, Ramu, who lived a very simple life. He was poor but he was a good man he never lied he always told the truth and worked hard. One day while chopping down a branch, Ramu’s axe slipped and fell into the adjacent river. He tried searching for his axe but all in vain. 

He sat down by the river bank and started weeping. Hearing his cries, an angel appeared and promised to help him find his axe. She dove into the water and retrieved an axe completely made of gold. Ramu said that this wasn’t his axe and refused to accept it. The angel dove again and returned with a silver axe, Ramu refused again and said that his axe was made of steel. The angel went into the water for one last time and returned with Ramu’s axe. Elated, Ramu thanked the angel profusely.

Impressed by his simplicity and honesty, the angel decides to give Ramu the gold and silver axe too. Ramu went home happily."
The Boy Who Cried “Wolf!”,,Honesty,"There was once a shepherd by the name Ronnie who looked after a flock of sheep. One day, out of boredom, he decided to play a trick. He screamed “Help! Wolf! Please help!”. The villages came running with sticks to drive the wolf away and protect the boy. When they reached the boy, they asked him where the wolf was. The boy laughed and said “I fooled everyone! There was no wolf.” The villagers left angrily.

The boy repeated the same trick several times and the villagers came running in every time. They gave a warning to never pull that trick again as the boy laughed. One day, a wolf entered the field where Ronnie and the flock of sheep were and slowly started attacking the sheep one by one. Ronnie shouted “Wolf! Help, please!”. The villagers heard him but dismissed his cries, thinking he was playing a trick on them again.

Ronnie ran down the hill and told the closest villager about the wolf. When the villagers followed him, they saw the wolf running away after killing and hurting the sheep. Ronnie cried “I called for help! Why didn’t anyone come to help?”. An old villager consoled him, he said, “We are sorry about the sheep. But now you should know that nobody believes a liar… even when they are telling the truth.”

Moral of the story: There is no believing a liar, even when he tells the truth."
Honesty Always Pay You,,Honesty,"Meera was starving as she had not eaten for the last few days. Meera was an orphan and was only 10 years old. She begged on roads for food, but no one bothered to even look at her.

Sometimes, she used to wander around the streets or small hotels with a hope that someone may offer her food to eat. But no one ever noticed her.

One day, a lady stepped out from the hotel with a pack of burgers, and now it was unbearable for Meera. She went to the lady and asked her for a bun, but the lady shouted and refused to give her anything, and went away. While the lady was leaving, she took her phone out from her pocket, unaware of the fact that a handsome amount of money fell from her pocket.

Meera who was watching all this, immediately rushed and picked up the money. So many things started running in her mind. She ran down the lane and shouted, “Madam Madam” “your money madam”. The lady turned around and was full of surprise...... Meera explained her how the money fell from her pocket.

The lady was touched by the little girl’s gesture, and was even shameful for her behaviour. She apologized to Meera and took her to the restaurant, then ordered everything that Meera wanted to eat. Ahh! FOOD! said Meera, after so many days, she looked at the lady with watery eyes as if those beautiful eyes filled with love were saying thank you!!!!

The lady told Meera that she can come every day for her meals at her restaurant as she is the owner of this place.

Meera’s honesty repaid back to her, if she wanted she would have run with that money, but, she was a girl with ethical values, she was scrupulous. These are the things which money cannot buy.

So, friends always be honest and truthful in your life. Be Real, be True, be Honest and be Happy."
Pinocchio,,Honesty,"A long time ago, there resided a person called Geppetto. He was old and lived by himself. He had no family of his own.

Geppetto was a carpenter. He loved to create stuffs from wood. One day, he thought to make a puppet out of wood. He said, “I will make a little boy and will call him ‘Pinocchio.’ 
First, Geppetto made some wooden legs and arms. After that, he made the body, and he included hands and feet. Finally, he made a little boy’s head. Geppetto made Pinocchio’s eyes, mouth, and nose. After that, he made his ears. Geppetto worked through out day and night on his wooden puppet. He said to himself, “I wish Pinocchio were a real boy.”

A fairy heard Geppetto’s wish. She decided to grant his wish and make the wooden puppet come to life. She said to Pinocchio, “You must promise to be a good and honest boy.”

The next day, Geppetto was very happy to hear Pinocchio talk. He loved his wooden son very much. Geppetto smiled. “Now you can go to school with all the other little boys!”. At school, Pinocchio saw that all the other children had real arms and legs. They were not made of wood. He was different.
Pinocchio didn’t like school. He didn’t like doing his homework. His teacher asked, “Where is your homework, Pinocchio?” He lied, “A whale ate it.” Every time he lied, his nose grew longer.

Pinocchio didn’t like that he was different from the other boys. One day, he was angry and pushed another boy over. His teacher asked,“Did you push him over, Pinocchio?” Pinocchio lied, “If wasn’t me.” Every time he lied, his nose grew longer.

One day, Pinocchio decided to hide from his teacher. He hid inside a big toy box, but he couldn’t get back out. He shouted, “Somebody help mel!’ The fairy appeared. “Why are you hiding, Pinocchio?” Pinocchio started to lie. His wooden nose grew longer and longer. His nose grew as long as a tree branch.

The fairy said, “Why are you lying?” Pinocchio cried, “I’m sorry! | promise to never lie again.’ The fairy smiled. “You can see a lie as easy as you can see the nose on your face.”

The fairy decided to help Pinocchio one last time. She set him free.
Pinocchio came out the toy box. His teacher asked, “Why were you hiding in the toy box, Pinocchio?” Pinocchio told the truth,“I don’t like being different.” The teacher smiled and said, “We are all different from each other. That is what makes the world an interesting place to live.” Pinocchio decided that it wasn’t so bad being different. He started to play with the other children.

Pinocchio went home to Geppetto. Pinocchio told Geppetto about his new friends at school. The fairy saw how Pinocchio had changed he become more honest. She decided to turn him into a real boy. Pinocchio and Geppetto lived happily ever after."
Three sons of The King,Mukesh Joshi,Honesty,"There were three sons of a king. The Kings was old. Therefore, He wanted to hand over his kingdom to the most deserving son.
One day, He called them to check the qualities of his three princes and said to them by giving one seed to each son..”Sons! I want you all to grow these seeds and see them well for a year.
..After a year, you all have to be present in front of me with three of your own plants.
..By seeing what comes with you, then I will decide which of you will take my thorn. “
Three princes took seeds from the king and went to the royal garden and planted themselves their own seeds. 
Since that day, they started taking care of their seeds by going to the royal garden every day.
After completion of one year, the king summoned three of them.

The Princes reached the king with their own flower pot. Where both elder princes were pleased, the youngest prince was sad.
In the sayings of the king, both the elder princes showed their flower pot with pride to the King. 

But the younger prince placed in front of the king with an empty pot and said, “Father! I gave water to the seed for a year. But it did not grow. “
The King saw his pot and said, “Now that time has come to tell you that I am going to hand over this state.” 
Both the elder princes began to look at the king. But the younger prince lowered his sight. He knew that the king would not make him his successor.
Next, the King announced, “The reins of this state will be given to the youngest son.
Hearing it, both elder princes said, “Father! How can you do this?
..We presented you with a plant from seeds you had given to us. No plant was presented by the youngest Prince…
Why didn’t you choose us as your successor? This is injustice. “
King smiled and said, “Sons! One year ago when I had given seeds to you, I did not tell you that the seeds were boiled.
It was not possible to grow plants from those seeds. Both of you tell me, how is it possible? 
The plants which you both brought were not from seeds that I gave you. You are both not honest…
Your younger brother is true and honest. That’s why I chose him as my successor.”

In this way, on the path of truth and honesty, the younger prince became the king and both of them remained the elder princes.
"
The little star,,Patience,"There was once a tiny, tiny star about the same size as a mosquito. The star lived in space, next to its parents,which were two absolutely enormous stars.
The tiny star was always very curious and impatient, and always wanted to know what was going on.
She wanted to travel around to see for herself, but her parents told her that she was still too little to go off on her own, and that she would have to wait.

One day, the star saw a little blue planet. The planet looked so lovely that the tiny star forgot her parents´ rules, and off she went to get a better look at it. But she flew so fast, so incredibly fast, that she soon got lost, and didn't know where home was. When she arrived on the blue planet, which was the Earth, the people and animals thought she was a very bright firefly, and everyone wanted to catch her. She fled as fast she could, frightened, and she hid herself under a sheet. Seeing the sheet moving,everyone thought that she was a ghost, and they ran off terrified.

The little star used her new disguise to have fun, scaring the living daylights out of everyone she met. As she went on she arrived at a mountain, where a great dragon lived. The little star tried to scare the dragon too, but she didn't know that it was a ghost-eating dragon. She only got a whiff of this when she found herself surrounded by the flames that the dragon had spit at her.

Luckily, she was a very hot little star, so she managed to escape the dragon and its flames. However, she had been frightened to death, and this combined with the sadness of missing her parents. She cried for a while, but then, as night fell, she got an idea to help her find her parents. She went to a very high mountain and found a big boulder. Then, looking up at the sky, she hid behind the boulder, then reappeared, then hid again.. and so on.

Her parents were very worried about her, and were searching everywhere to find her. They saw her light appearing and disappearing off in the distance. Instantly, off they flew to find her.

So the little star had tasted adventure and learnt many things, but she no longer wanted to go off on her own until she was much older."
Kraton's labyrinth,,Patience,"At the deepest depths of the great mountain, in a huge labyrinth of tunnels created by the great wizards, there lived – imprisoned – the worst of beasts, a horrible creature who all knew as Kraton. He had been put there after terrorising the local population. It was a magic labyrinth with only one entrance and exit which changed its position every day.

But it so happened that there arrived in that land a man of wicked heart, nasty to the extreme, and his only wish was to rule over all the King’s people. His name was Jafa, and he was in such a hurry to fulfil his desire that, on hearing of the Kraton,he thought of liberating it to help him with his plans, no matter how dangerous the monster was.

So, Jafa travelled to the great mountain accompanied by all his slaves. There were many of them, and they were so afraid of their master that they didn’t take long to find the entrance to the labyrinth. One of these slaves, a very wise man, found out how to know the location of the exit each day, from outside, once Jafa was inside the mountain.

-“Only one thing more, my Lord,” 

said the slave after explaining the system, 

-“when you’re going to exit from the labyrinth, you should wait until it’s nighttime. Be sure not come out during daylight…”

And not wanting to hear any more, Jafa entered the labyrinth. From out of a great darkness, Jafa started calling for the monster, explaining to the monster his intentions. Jafa would free him from the labyrinth if, in return, Kraton would be at Jafa's service, terrorising the people there for at least ten years.

The monster shouted his agreement with Jafa's plan, since all he wanted to do was escape the labyrinth and wreak his revenge. After several days they found each other amid the blackest darkness, and there they cemented their terrible pact. Following the system recommended by Jafa's slave, they soon found the way out. On approaching it, brilliant sunlight played upon the exit. Jafa remembered his slave’s words. Filled with impatience, the wicked Jafa sat down to wait, but the beast, seeing itself free at last,didn’t want to listen to talk of waiting, and forgetting their agreement Kraton ran out of the labyrinth.

From inside, Jafa heard Kraton’s terrible screams of agony. He was scared, but also needed to go and see what had happened to the beast. And though he still remembered his slave's words, he decided to go out.

As soon as it touched Jafa's face, the sunlight and the light of a thousand mirrors that the wise slave had placed around the exit to illuminate that spot, entered Jafa's eyes. Eyes that, due to the darkness they had been in for days, were defenceless to the light, and duly burned out, leaving the impatient Jafa blind for the rest of his days, as had happened to the Kraton just moments earlier.

And so, both evil beings, blind, clumsy and impatient, could not even see how their plans had come apart, and remained punished for ever in a life of darkness, along with other creatures of the night."
Sam's christmas present,Annie Besant,Patience,"Sam was a very curious boy.
And what he was curious about was his Christmas present!

“Mummy, where is my Christmas present?” asked Sam. She smiled and said, “It is hidden in a secret place, Sam.” Sam stuck his tongue out and went in search of his father.

“Daddy, where is my Christmas present?” asked Sam.
“It is hidden in a secret place, Sam,” his father replied smiling.


“I know what to do!” Sam said. “I will go gift hunting!”
He looked behind his father’s desk. And he found… a gift box wrapped in red paper. “But this is for aunt Juju,” said Sam reading the tag.

So, he slipped into his parents’ room. And he found… a gift box wrapped in gold paper. “For uncle Alfie,” Sam read aloud from the tag.

Then he opened his mother’s cupboard. And he found… a gift box wrapped in purple paper.
‘For our daughter Sophie’ was written on the tag.

Sam went back to his room and sat on the floor feeling very sad. He had badly wanted to find his present!
And then he saw a gift box wrapped in silver paper under his bed!


“This is for me!” he shouted, reading the tag.

Sam shook the box. He turned it around in his hands.

What was inside? Oh, what could it be?
Did he open it or leave it in the secret place? Are you curious to know what curious Sam did with his gift?

He put it back under the bed and decided to wait and be patient for Christmas.
"
Brave Cowardly Chief,,Patience,"When young Nerino was made chief of the tribe, everyone expected that – as was the custom on the island – he would direct his attention to fighting the great fiery-eyed beast; a horrible creature that had terrorised the tribespeople for centuries. Nerino had promised to slay the beast and, though he was a good fighter, he seemed no better than the others who had previously perished in the attempt. The tribe reckoned that, as chief, he wouldn't last much more than a year. This was about the amount of time needed to train and prepare a band of warriors, prior to ascending to the volcano’s summit, where their horrendous enemy lived. And once they got there, no matter how strong or brave they were, all the warriors would be annihilated within a couple of hours.

However, nothing was done. Nerino didn’t train any fighters, nothing out of the ordinary was done, no new assault tactics were devised. When summer came - the time the monster attacked most frequently, engulfing all in flames from his fiery eye - all the tribe did was move their village.

Everyone looked worringly and insistently at Nerino. They demanded that he fight, that he do something, that he should be brave and fulfil the destiny of a chief. But Nerino simply said: 

-“I shall defeat the beast, but now is not the time.”

And so the years passed by, and Nerino became an old man. And though they respected him as their chief, and his strategy of moving their village around the island had saved many lives, all the people believed he was a coward.

Yet, just when no-one expected it, Nerino finally assembled a squad of fighters. He announced this suddenly, without warning, on a cold winter night. Snow was rare on the island, but now it blanketed the ground, and the band of warriors had to march out barefoot, with frozen feet. They hurriedly ascended the volcano and, at the summit, they approached the monster's cave. Nerino confidently entered, while his companions performed the usual death preparation rituals, ready to leave this life…

When they were all inside they cave they saw old Nerino standing over the beast. The monster was lying, curled up, on the ground, trembling and groaning, close to death. Nerino and his warriors easily took the creature prisoner.

On arriving back at the village, everyone wanted to hear about Nerino’s fight with the monster. Not even the tiniest baby was absent when Nerino began telling his story:

-“I never intended to fight against something so terrifying, and nor did I do so today,"" 

he said, filling all with surprise and expectation. He continued.

-“Did none of you notice that the beast would never attack during the worst days of winter? Or that, after an especially cold spell, his fire was never very strong, nor his attacks very damaging? For many years I was waiting for a snow as heavy as this one. All along, we didn't need fighters; we needed the cold. When we got to the volcano,the monster was so weak he couldn't fight. Finally we have put an end to fighting and death. Now we have the beast, and his fiery eye, at our service.”

Everyone congratulated the chief for his wisdom, particularly those who had most criticised him for supposed cowardice.

And so it was that even the most impatient among the tribe learned that, sometimes, patience can be much more useful than action, even if it means you require the bravery to accept people treating you like a coward."
Slowcoach Sunflower,,Patience,"There was once a teacher who gave his pupils some seeds so they could plant, and look after, their very own sunflower. One boy in the class, who loved sunflower seeds, was so excited that he planted the seed and looked after it with great care for many days.

When the first shoot finally appeared, the boy, filled with impatience, went to see his teacher. 

-""Can I uproot it yet?"" 

he asked, anxiously. The teacher answered that he would still have to tend the plant for quite some time before he would be able to collect many seeds from just one sunflower. The boy was disappointed, but he kept on looking after his sunflower.

However, he grew increasingly impatient, and did little else but pester his teacher about wanting to take out the plant. Despite the teacher asking him to be patient, as soon as the boy saw the sunflower's first seeds, he cut the plant so he could eat them. But the plant was still green, the seeds were not ripe, and of course they couldn't be eaten.

The boy was devastated: He had put so much effort into caring for the sunflower, but in the end he had squandered it all for a simple lack of patience. And he was even angrier when he saw how enormous his classmates' sunflowers grew. Ultimately, he resolved not to be so impatient in the future, and to listen to his teacher. Fortunately, he wasn't completely out of luck, and his friends were good enough to share their delicious sunflower seeds with him."
Hunting for smiles,,Patience,"The Princess of the fairies was ill. The doctors could not find what the problem was, but luckily two little dragons managed to find out what was wrong. The problem was that the Princess wasn't seeing anyone smile. So the two little dragons set off around the world, trying to find some smiles. Well, they didn't come across a single one. So off they flew, to the planets, to the stars, searching for a smile.

They travelled so far and for so long, with no success, that one of the dragons decided to head back, so he could be with the Princess when she died, which she surely would soon. But the other dragon decided to carry on, and in the very next planet he visited - a small and dark planet which was hardly visible - he found out an amazing fact: all the smiles in the Universe were right there, gathering for a party.The dragon told the smiles what the problem was, and without hesitation millions of smiles agreed to accompany him on his return home. The dragon arrived, and as soon as the Princess's gaze fell on so many smiles, she instantly regained her health and happiness.

The first dragon, on seeing this, was immensely happy that his friend had been more persevering and patient than himself."
The Day the Stork Stole the Wedding, Abbey Glen,Honesty,"
Once upon a time, while flying through the air, a stork noticed the sparkle of a ring. It belonged to a rabbit who was getting married that day. The rabbit went inside its burrow leaving the ring outside, and the stork decided to try it on quickly without asking. However, when she tried to take the ring off again, it got stuck on her finger and she thought:
""Oh no! They’re going to catch me. I’ll have to think of something!""


Taking advantage of the fact that nobody had seen her, she flew off thinking she could return the ring when she eventually got it off her finger.

The rabbit was very annoyed to find that the ring had been stolen. But he was a good detective and very quickly everyone in the forest was looking for a bird with a ring. When the stork found out, she thought to herself:
""How embarrassing! They’re going to catch me. I’ll have to think of something!""
And she quickly decided to hide the ring by dipping her feet in a bucket of black paint that she found near to where they were setting up the wedding.
However, as she flew away lots of the paint dripped off onto the tablecloths and onto the bride’s dress, ruining them! When the rabbit arrived and saw the disaster, he was furious. Forgetting about the ring, he sent everybody off to look for a bird with feet painted black. When the stork found out, she thought to herself:
""How embarrassing! They’re going to catch me. I’ll have to think of something!""
And so she decided to bandage her feet and pretend that she’d had an accident. The stork thought that she had solved the problem, but shortly after she bumped into the rabbit himself who, seeing the stork was hurt felt sorry for her and insisted on taking her to the hospital for an X-ray.
The stork just couldn’t say no. But she knew that if they did an X-ray they would find the ring and if they took off the bandage they would see the paint, so she said to herself:
“How embarrassing! They’re going to catch me. I’ll have to think of something!""
Given that her house was on the way to the hospital, she asked the rabbit to wait for a moment while she went to fetch a few things. Once inside her house, the stork took off the bandages and wrapped her feet in lead plates so the ring would not show up in the X-ray. She then put the bandages back on with loads of glue, making it impossible to take them off. The stork thought that by doing this she could go to the doctor without being found out and, later on, would find a way to return the ring to the rabbit.
Feeling more relaxed, the stork flew off to meet up with the rabbit, not realising that she wouldn’t be able to fly with so much weight attached to her feet. As soon as she left her nest, she began to fall like a heavy stone and could do nothing to stop herself from crashing to the ground.
However, she didn’t land on the ground. Instead, she landed on the poor rabbit, who had no time to get out of the way.
Ambulances, police, doctors and hundreds of animals rushed to the scene and asked the stork how she had come to fall on the rabbit. When they found the bandages, the lead, the paint and the ring, they all thought the fall was the final part of the storks’ cruel plan to ruin the rabbit’s wedding. In one single morning, the stork had become the most hated animal in the whole forest and lost all her friends.

Only after a long time did the rabbit dare visit the stork and he still couldn’t understand why she had insisted on ruining his wedding. Full of remorse, the stork begged the rabbit for forgiveness and told him the story of the ring and everything that had happened afterwards.
“I would never have imagined that all this could happen just because you tried the ring on without permission”, said the rabbit laughing.
“It wasn’t even because of that” the embarrassed stork replied. “It was everything I had to do to hide the ring over and over again. You wouldn’t have been as annoyed if you had found me trying it on and had to help me take it off.”
Seeing that the stork had learned her lesson by being honest, the rabbit publicly forgave her so she could get her friends back and tell her story, which helped everyone understand that the truly worst thing about telling little lies are the bigger lies that have to be invented to cover them up.
"
